Unnamed: 0,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
1578,MA010120220805470402,카페&스터디공율,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110240015,1,대지,1024.0,15.0,경기도 수원시 영통구 영통동 1024-15,411174331126.0,경기도 수원시 영통구 영일로6번길,50.0,,4111710500110240015000526,경희레스피아,경기도 수원시 영통구 영일로6번길 50,443470,16702,,,,127.078671894443,37.2480039925928
2727,MA010120220805496751,어뉴스토리,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110420003,1,대지,1042.0,3.0,경기도 수원시 영통구 영통동 1042-3,411174331179.0,경기도 수원시 영통구 청명로77번길,11.0,,4111710500110420003001111,,경기도 수원시 영통구 청명로77번길 11,443470,16705,,1.0,,127.078562626168,37.2532745518872
3070,MA010120220805504878,앤티앤스,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109940002,1,대지,994.0,2.0,경기도 수원시 영통구 영통동 994-2,411173177007.0,경기도 수원시 영통구 봉영로,1576.0,,4111710500109940002001275,영통홈플러스,경기도 수원시 영통구 봉영로 1576,443470,16704,,4.0,,127.072594887193,37.2518042298368
4778,MA010120220805570632,남대감,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110210003,1,대지,1021.0,3.0,경기도 수원시 영통구 영통동 1021-3,411173177003.0,경기도 수원시 영통구 매영로,432.0,,4111710500110210003000402,,경기도 수원시 영통구 매영로 432,443470,16702,,1.0,,127.078643648368,37.2484723427386
4948,MA010120220805610881,슝띠마라탕,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109950005,1,대지,995.0,5.0,경기도 수원시 영통구 영통동 995-5,411173177007.0,경기도 수원시 영통구 봉영로,1590.0,,4111710500109950005001226,밀레니엄프라자,경기도 수원시 영통구 봉영로 1590,443470,16704,,1.0,,127.073428429781,37.2527749272534
5278,MA010120220805640764,국수나무,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109600003,1,대지,960.0,3.0,경기도 수원시 영통구 영통동 960-3,411173177007.0,경기도 수원시 영통구 봉영로,1569.0,,4111710500109600003001220,NEWWORLDPLAZA,경기도 수원시 영통구 봉영로 1569,443470,16703,,1.0,,127.071013695178,37.252053152264
6215,MA010120220805693110,김래하닭갈비,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110400008,1,대지,1040.0,8.0,경기도 수원시 영통구 영통동 1040-8,411174331174.0,경기도 수원시 영통구 청명남로50번길,21.0,1.0,4111710500110400008001078,,경기도 수원시 영통구 청명남로50번길 21-1,443470,16705,,,,127.0776716243,37.2533126694182
6414,MA010120220805725866,과일에반하다프루타,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110210005,1,대지,1021.0,5.0,경기도 수원시 영통구 영통동 1021-5,411174331126.0,경기도 수원시 영통구 영일로6번길,49.0,,4111710500110210005000432,인화빌딩,경기도 수원시 영통구 영일로6번길 49,443470,16702,,1.0,,127.078633913396,37.2483461135518
7425,MA010120220805831114,머내솔밭,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110150004,1,대지,1015.0,4.0,경기도 수원시 영통구 영통동 1015-4,411173177011.0,경기도 수원시 영통구 영일로,16.0,5.0,4111710500110150004000461,,경기도 수원시 영통구 영일로 16-5,443470,16705,,1.0,,127.076347970453,37.2490852246964
9077,MA010120220805927540,유진에프엔비,,I2,음식,I201,한식,I20101,백반/한정식,M71531,경영 컨설팅업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109980007,1,대지,998.0,7.0,경기도 수원시 영통구 영통동 998-7,411173177013.0,경기도 수원시 영통구 청명남로,25.0,,4111710500109980007000001,,경기도 수원시 영통구 청명남로 25,443470,16704,,9.0,,127.074718004891,37.2524065517879
10272,MA010120220805956406,타이틀보드카페,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110080005,1,대지,1008.0,5.0,경기도 수원시 영통구 영통동 1008-5,411173177005.0,경기도 수원시 영통구 반달로,24.0,,4111710500110080005001231,,경기도 수원시 영통구 반달로 24,443470,16705,,4.0,,127.074753989828,37.2513074968373
10540,MA010120220805999306,경기용인지역자활센터,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109940002,1,대지,994.0,2.0,경기도 수원시 영통구 영통동 994-2,411173177007.0,경기도 수원시 영통구 봉영로,1576.0,,4111710500109940002001275,영통홈플러스,경기도 수원시 영통구 봉영로 1576,443470,16704,,1.0,,127.072594887193,37.2518042298368
11485,MA010120220806055117,쏘가리매운탕,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110340010,1,대지,1034.0,10.0,경기도 수원시 영통구 영통동 1034-10,411174331181.0,경기도 수원시 영통구 청명북로7번길,7.0,1.0,4111710500110340010001103,,경기도 수원시 영통구 청명북로7번길 7-1,443470,16705,,,,127.078810079624,37.2523934039091
11734,MA010120220806119539,장어명가섬진강,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110090006,1,대지,1009.0,6.0,경기도 수원시 영통구 영통동 1009-6,411173177005.0,경기도 수원시 영통구 반달로,21.0,,4111710500110090006001199,매직프라자,경기도 수원시 영통구 반달로 21,443470,16705,,2.0,,127.07503191599,37.2516250516128
12850,MA010120220806282779,인계동패밀리2,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110100009,1,대지,1010.0,9.0,경기도 수원시 영통구 영통동 1010-9,411174331083.0,경기도 수원시 영통구 반달로35번길,19.0,,4111710500110100009000969,대원빌딩,경기도 수원시 영통구 반달로35번길 19,443470,16705,,2.0,,127.076191649834,37.251733226042
13483,MA010120220806296884,해오름,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110240016,1,대지,1024.0,16.0,경기도 수원시 영통구 영통동 1024-16,411174331126.0,경기도 수원시 영통구 영일로6번길,54.0,,4111710500110240016000399,일번지프라자빌딩,경기도 수원시 영통구 영일로6번길 54,443470,16702,,,,127.078897529198,37.2479877260744
14315,MA010120220806360644,부대통령뚝배기,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110240008,1,대지,1024.0,8.0,경기도 수원시 영통구 영통동 1024-8,411173012001.0,경기도 수원시 영통구 덕영대로,1701.0,,4111710500110240008000420,영프라자,경기도 수원시 영통구 덕영대로 1701,443470,16702,,1.0,,127.077342273483,37.2479666067388
14360,MA010120220806360378,노마세야매운갈비찜,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110090002,1,대지,1009.0,2.0,경기도 수원시 영통구 영통동 1009-2,411174331171.0,경기도 수원시 영통구 청명남로28번길,20.0,,4111710500110090002001167,플러스타운빌딩,경기도 수원시 영통구 청명남로28번길 20,443470,16705,,,,127.075924549471,37.2514518022665
14446,MA010120220806353302,청담칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110000004,1,대지,1000.0,4.0,경기도 수원시 영통구 영통동 1000-4,411173177013.0,경기도 수원시 영통구 청명남로,6.0,1.0,4111710500110000004001228,,경기도 수원시 영통구 청명남로 6-1,443470,16705,,1.0,,127.073838129289,37.2506155042257
14755,MA010120220806380996,태평양,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110390006,1,대지,1039.0,6.0,경기도 수원시 영통구 영통동 1039-6,411174331174.0,경기도 수원시 영통구 청명남로50번길,5.0,4.0,4111710500110390006051808,,경기도 수원시 영통구 청명남로50번길 5-4,443470,16705,,,,127.077226648865,37.2537507389942
16580,MA010120220806428710,배떡,,I2,음식,I210,김밥/만두/분식,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110120001,1,대지,1012.0,1.0,경기도 수원시 영통구 영통동 1012-1,411174331083.0,경기도 수원시 영통구 반달로35번길,30.0,,4111710500110120001056687,영통역아이파크,경기도 수원시 영통구 반달로35번길 30,443470,16705,,2.0,,127.077453708141,37.2517700987869
16900,MA010120220806417565,카페커핑,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109680000,1,대지,968.0,,경기도 수원시 영통구 영통동 968,411174331054.0,경기도 수원시 영통구 매영로310번길,87.0,,4111710500109680000003236,동보신명아파트,경기도 수원시 영통구 매영로310번길 87,443470,16699,,,,127.064110481991,37.250593082368
17122,MA010120220806413585,더로열푸드앤베버리지,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110120001,1,대지,1012.0,1.0,경기도 수원시 영통구 영통동 1012-1,411174331083.0,경기도 수원시 영통구 반달로35번길,30.0,,4111710500110120001056687,영통역아이파크,경기도 수원시 영통구 반달로35번길 30,443470,16705,,,,127.077453708141,37.2517700987869
17410,MA010120220806439853,고주망태,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110110005,1,대지,1011.0,5.0,경기도 수원시 영통구 영통동 1011-5,411174331172.0,경기도 수원시 영통구 청명남로34번길,21.0,,4111710500110110005000976,,경기도 수원시 영통구 청명남로34번길 21,443470,16705,,,,127.076714255244,37.2523230142224
19324,MA010120220806492041,미채담샤브정,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109940002,1,대지,994.0,2.0,경기도 수원시 영통구 영통동 994-2,411173177007.0,경기도 수원시 영통구 봉영로,1576.0,,4111710500109940002001275,영통홈플러스,경기도 수원시 영통구 봉영로 1576,443470,16704,,1.0,,127.072594887193,37.2518042298368
19407,MA010120220806486784,아지트,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110190018,1,대지,1019.0,18.0,경기도 수원시 영통구 영통동 1019-18,411174331061.0,경기도 수원시 영통구 매영로415번길,42.0,28.0,4111710500110190018000445,,경기도 수원시 영통구 매영로415번길 42-28,443470,16705,,1.0,,127.07950174853,37.2492809919832
20997,MA010120220806542836,코코호도영통역점,,I2,음식,I210,빵/도넛,I21001,빵/도넛,I56191,제과점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109610006,1,대지,961.0,6.0,경기도 수원시 영통구 영통동 961-6,411174331055.0,경기도 수원시 영통구 매영로345번길,7.0,,4111710500109610006001215,영통트리플렉스,경기도 수원시 영통구 매영로345번길 7,443470,16703,,,,127.070892240979,37.2527640642355
21529,MA010120220806528264,빌리엔젤수원,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109580001,1,대지,958.0,1.0,경기도 수원시 영통구 영통동 958-1,411173177007.0,경기도 수원시 영통구 봉영로,1623.0,,4111710500109580001001302,드림피아빌딩,경기도 수원시 영통구 봉영로 1623,443470,16703,,,,127.074720005811,37.2559298483173
22246,MA010120220806546819,그냥조아포차,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110090001,1,대지,1009.0,1.0,경기도 수원시 영통구 영통동 1009-1,411174331171.0,경기도 수원시 영통구 청명남로28번길,2.0,,4111710500110090001001204,아이텐텐빌딩,경기도 수원시 영통구 청명남로28번길 2,443470,16705,,2.0,,127.075231275422,37.2519149592836
22362,MA010120220806572250,서킷분식,,I2,음식,I210,김밥/만두/분식,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110120001,1,대지,1012.0,1.0,경기도 수원시 영통구 영통동 1012-1,411174331083.0,경기도 수원시 영통구 반달로35번길,30.0,,4111710500110120001056687,영통역아이파크,경기도 수원시 영통구 반달로35번길 30,443470,16705,,1.0,,127.077453708141,37.2517700987869
23880,MA010120220806601806,대박회수산,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110190005,1,대지,1019.0,5.0,경기도 수원시 영통구 영통동 1019-5,411174331061.0,경기도 수원시 영통구 매영로415번길,42.0,10.0,4111710500110190005000436,,경기도 수원시 영통구 매영로415번길 42-10,443470,16705,,1.0,,127.078346107222,37.2488394765075
24668,MA010120220806613463,비에이치씨치킨,,I2,음식,I210,치킨,I21006,치킨,I56193,치킨 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110160003,1,대지,1016.0,3.0,경기도 수원시 영통구 영통동 1016-3,411173177011.0,경기도 수원시 영통구 영일로,16.0,8.0,4111710500110160003000523,,경기도 수원시 영통구 영일로 16-8,443470,16705,,1.0,,127.076497681348,37.2488250746527
26623,MA010120220806663441,기장산꼼장어,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110090002,1,대지,1009.0,2.0,경기도 수원시 영통구 영통동 1009-2,411174331171.0,경기도 수원시 영통구 청명남로28번길,20.0,,4111710500110090002001167,플러스타운빌딩,경기도 수원시 영통구 청명남로28번길 20,443470,16705,,,,127.075924549471,37.2514518022665
26816,MA010120220806687323,이차돌수원,,I2,음식,I201,한식,I20108,소고기 구이/찜,I56219,기타 주점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110100009,1,대지,1010.0,9.0,경기도 수원시 영통구 영통동 1010-9,411174331083.0,경기도 수원시 영통구 반달로35번길,19.0,,4111710500110100009000969,대원빌딩,경기도 수원시 영통구 반달로35번길 19,443470,16705,,,,127.076191649834,37.251733226042
27348,MA010120220806677009,욤카페,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109610006,1,대지,961.0,6.0,경기도 수원시 영통구 영통동 961-6,411174331055.0,경기도 수원시 영통구 매영로345번길,7.0,,4111710500109610006001215,영통트리플렉스,경기도 수원시 영통구 매영로345번길 7,443470,16703,,1.0,,127.070892240979,37.2527640642355
28403,MA010120220806716434,무너,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110370006,1,대지,1037.0,6.0,경기도 수원시 영통구 영통동 1037-6,411173177005.0,경기도 수원시 영통구 반달로,110.0,,4111710500110370006001004,남일빌딩,경기도 수원시 영통구 반달로 110,443470,16705,,,,127.076806023282,37.2531166935529
28438,MA010120220806716829,찌개엔,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109680000,1,대지,968.0,,경기도 수원시 영통구 영통동 968,411174331054.0,경기도 수원시 영통구 매영로310번길,87.0,,4111710500109680000003236,동보신명아파트,경기도 수원시 영통구 매영로310번길 87,443470,16699,,,,127.064110481991,37.250593082368
28512,MA010120220806711906,경성주막1929수원,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109980008,1,대지,998.0,8.0,경기도 수원시 영통구 영통동 998-8,411173177013.0,경기도 수원시 영통구 청명남로,31.0,,4111710500109980008001207,키라레스토아,경기도 수원시 영통구 청명남로 31,443470,16704,,,,127.075286349954,37.2529426378892
29494,MA010120220806752825,쭈꾸쭈꾸아,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109610004,1,대지,961.0,4.0,경기도 수원시 영통구 영통동 961-4,411174331055.0,경기도 수원시 영통구 매영로345번길,95.0,,4111710500109610004003278,,경기도 수원시 영통구 매영로345번길 95,443470,16703,,,,127.073349133901,37.2555677004672
30499,MA010120220806762250,냉삼집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110100012,1,대지,1010.0,12.0,경기도 수원시 영통구 영통동 1010-12,411174331171.0,경기도 수원시 영통구 청명남로28번길,7.0,,4111710500110100012001176,,경기도 수원시 영통구 청명남로28번길 7,443470,16705,,,,127.075646553903,37.252062377182
30543,MA010120220806758406,도우,,I2,음식,I210,피자,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110300004,1,대지,1030.0,4.0,경기도 수원시 영통구 영통동 1030-4,411173177005.0,경기도 수원시 영통구 반달로,84.0,,4111710500110300004001023,,경기도 수원시 영통구 반달로 84,443470,16705,,1.0,,127.079213570856,37.251657644068
31774,MA010120220806794518,인쌩맥주영통,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110100009,1,대지,1010.0,9.0,경기도 수원시 영통구 영통동 1010-9,411174331083.0,경기도 수원시 영통구 반달로35번길,19.0,,4111710500110100009000969,대원빌딩,경기도 수원시 영통구 반달로35번길 19,443470,16705,,,,127.076191649834,37.251733226042
33371,MA010120220806854048,써브웨이수원,,I2,음식,I210,토스트/샌드위치/샐러드,I21005,토스트/샌드위치/샐러드,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109580001,1,대지,958.0,1.0,경기도 수원시 영통구 영통동 958-1,411173177007.0,경기도 수원시 영통구 봉영로,1623.0,,4111710500109580001001302,드림피아빌딩,경기도 수원시 영통구 봉영로 1623,443470,16703,,,,127.074720005811,37.2559298483173
34452,MA010120220806855321,하남돼지집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56112,한식 면 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110210001,1,대지,1021.0,1.0,경기도 수원시 영통구 영통동 1021-1,411173177003.0,경기도 수원시 영통구 매영로,426.0,,4111710500110210001000489,,경기도 수원시 영통구 매영로 426,443470,16702,,1.0,,127.07819270506,37.2484778440182
35393,MA010120220806894330,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110100002,1,대지,1010.0,2.0,경기도 수원시 영통구 영통동 1010-2,411174331172.0,경기도 수원시 영통구 청명남로34번길,8.0,,4111710500110100002001000,동양프라자,경기도 수원시 영통구 청명남로34번길 8,443470,16705,,,,127.075913655326,37.252343801571
36452,MA010120220806930982,더진국영통역점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109980006,1,대지,998.0,6.0,경기도 수원시 영통구 영통동 998-6,411173177013.0,경기도 수원시 영통구 청명남로,21.0,,4111710500109980006001221,아셈프라자,경기도 수원시 영통구 청명남로 21,443470,16704,,1.0,,127.074452561014,37.2519899734117
36555,MA010120220806927637,육회바른연어,,I2,음식,I201,한식,I20108,소고기 구이/찜,I56122,일식 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109960004,1,대지,996.0,4.0,경기도 수원시 영통구 영통동 996-4,411173177007.0,경기도 수원시 영통구 봉영로,1612.0,,4111710500109960004001202,보보스프라자,경기도 수원시 영통구 봉영로 1612,443470,16704,,,,127.074963402274,37.2544629657597
37523,MA010120220806939989,45민,,I2,음식,I212,카페,I21201,카페,I56221,커피 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109620003,1,대지,962.0,3.0,경기도 수원시 영통구 영통동 962-3,411173177018.0,경기도 수원시 영통구 영통로,383.0,,4111710500109620003003404,,경기도 수원시 영통구 영통로 383,443470,16706,,1.0,,127.067788502124,37.2585607372007
37752,MA010120220806966033,유달산,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110230003,1,대지,1023.0,3.0,경기도 수원시 영통구 영통동 1023-3,411173177003.0,경기도 수원시 영통구 매영로,412.0,,4111710500110230003000518,,경기도 수원시 영통구 매영로 412,443470,16702,,1.0,,127.07653556237,37.2484919646413
37844,MA010120220806961015,초밥쟁이,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110340002,1,대지,1034.0,2.0,경기도 수원시 영통구 영통동 1034-2,411173177005.0,경기도 수원시 영통구 반달로,98.0,,4111710500110340002001133,,경기도 수원시 영통구 반달로 98,443470,16705,,,,127.077941740886,37.2524226889017
37871,MA010120220806961403,뚜레쥬르,,I2,음식,I210,빵/도넛,I21001,빵/도넛,I56191,제과점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109680000,1,대지,968.0,,경기도 수원시 영통구 영통동 968,411174331054.0,경기도 수원시 영통구 매영로310번길,87.0,,4111710500109680000003236,동보신명아파트,경기도 수원시 영통구 매영로310번길 87,443470,16699,,,,127.064110481991,37.250593082368
39988,MA010120220807003998,두둑분식,,I2,음식,I210,김밥/만두/분식,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109630002,1,대지,963.0,2.0,경기도 수원시 영통구 영통동 963-2,411174331054.0,경기도 수원시 영통구 매영로310번길,36.0,,4111710500109630002000072,신성신안쌍용진흥아파트,경기도 수원시 영통구 매영로310번길 36,443470,16697,,,,127.066250670443,37.2534574379614
41176,MA010120220807045349,덮밥90도씨,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110120001,1,대지,1012.0,1.0,경기도 수원시 영통구 영통동 1012-1,411174331083.0,경기도 수원시 영통구 반달로35번길,30.0,,4111710500110120001056687,영통역아이파크,경기도 수원시 영통구 반달로35번길 30,443470,16705,,1.0,,127.077453708141,37.2517700987869
41360,MA010120220807037787,미쳐버린파닭,,I2,음식,I210,치킨,I21006,치킨,I56193,치킨 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110190029,1,대지,1019.0,29.0,경기도 수원시 영통구 영통동 1019-29,411173177014.0,경기도 수원시 영통구 청명로,19.0,,4111710500110190029000450,,경기도 수원시 영통구 청명로 19,443470,16705,,,,127.079780454601,37.2495354651392
41361,MA010120220807033269,별을품은곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110110005,1,대지,1011.0,5.0,경기도 수원시 영통구 영통동 1011-5,411174331172.0,경기도 수원시 영통구 청명남로34번길,21.0,,4111710500110110005000976,,경기도 수원시 영통구 청명남로34번길 21,443470,16705,,,,127.076714255244,37.2523230142224
41365,MA010120220807037736,으라차차,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110100009,1,대지,1010.0,9.0,경기도 수원시 영통구 영통동 1010-9,411174331083.0,경기도 수원시 영통구 반달로35번길,19.0,,4111710500110100009000969,대원빌딩,경기도 수원시 영통구 반달로35번길 19,443470,16705,,,,127.076191649834,37.251733226042
42612,MA010120220807073318,마시내,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109930007,1,대지,993.0,7.0,경기도 수원시 영통구 영통동 993-7,411174331017.0,경기도 수원시 영통구 덕영대로1681번길,14.0,,4111710500109930007000544,,경기도 수원시 영통구 덕영대로1681번길 14,443470,16702,,1.0,,127.075309353653,37.2482931651305
44902,MA010120220807138726,지티에스버거,,I2,음식,I210,버거,I21004,버거,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500109680000,1,대지,968.0,,경기도 수원시 영통구 영통동 968,411174331054.0,경기도 수원시 영통구 매영로310번길,87.0,,4111710500109680000003236,동보신명아파트,경기도 수원시 영통구 매영로310번길 87,443470,16699,,1.0,,127.064110481991,37.250593082368
45502,MA010120220807155635,대동집수원,,I2,음식,I211,주점,I21104,요리 주점,I56111,한식 일반 음식점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110360001,1,대지,1036.0,1.0,경기도 수원시 영통구 영통동 1036-1,411174331174.0,경기도 수원시 영통구 청명남로50번길,6.0,1.0,4111710500110360001001087,,경기도 수원시 영통구 청명남로50번길 6-1,443470,16705,,1.0,,127.076958988017,37.2535143679714
46770,MA010120220807213861,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41117,수원시 영통구,41117585,영통3동,4111710500,영통동,4111710500110120001,1,대지,1012.0,1.0,경기도 수원시 영통구 영통동 1012-1,411174331083.0,경기도 수원시 영통구 반달로35번길,30.0,,4111710500110120001056687,영통역아이파크,경기도 수원시 영통구 반달로35번길 30,443470,16705,,1.0,,127.077453708141,37.2517700987869
